time,temp (C),hum
1559414700.0,27.22222222222222,38.0
1559418600.0,27.22222222222222,38.0
1559422200.0,26.11111111111111,38.0
1559425500.0,25.0,40.0
1559429100.0,23.88888888888889,40.0
1559432700.0,22.77777777777778,48.0
1559436300.0,22.22222222222222,55.0
1559439900.0,18.88888888888889,70.0
1559442900.0,20.0,70.0
1559444100.0,20.0,70.0
1559445300.0,20.0,66.0
1559446500.0,18.88888888888889,70.0
1559447700.0,18.88888888888889,75.0
1561954500.0,18.88888888888889,51.0
1561955700.0,20.0,48.0
1561956900.0,18.88888888888889,51.0
1561954500.0,18.88888888888889,51.0
1561955700.0,18.88888888888889,51.0
1561956900.0,18.88888888888889,51.0
1561955700.0,17.77777777777778,54.0
1561956900.0,17.77777777777778,54.0
1561954500.0,17.22222222222222,61.0
1561955700.0,17.22222222222222,61.0
1561956900.0,16.11111111111111,66.0
1561954500.0,17.22222222222222,61.0
1561955700.0,17.22222222222222,61.0
1561956900.0,15.0,70.0
1561954500.0,15.0,75.0
1561955700.0,16.11111111111111,66.0
1561956900.0,16.11111111111111,66.0
1561954500.0,16.11111111111111,70.0
1561956300.0,17.22222222222222,70.0
1561956300.0,20.0,58.0
1561956300.0,22.22222222222222,52.0
1561956300.0,23.88888888888889,48.0
1561956900.0,26.11111111111111,43.0
1561956300.0,26.11111111111111,43.0
1561956300.0,27.22222222222222,38.0
1562003100.0,27.22222222222222,40.0
1562007300.0,28.88888888888889,32.0
1562010900.0,28.88888888888889,34.0
1562014500.0,28.88888888888889,36.0
1562017800.0,28.88888888888889,34.0
1562021400.0,27.77777777777778,38.0
1562024700.0,27.22222222222222,40.0
1562028300.0,25.0,45.0
1562031900.0,21.11111111111111,62.0
1562034900.0,18.88888888888889,66.0
1562037300.0,18.88888888888889,66.0
1562038500.0,17.77777777777778,70.0
1562039700.0,17.77777777777778,75.0
1564632900.0,20.0,80.0
1564634100.0,18.88888888888889,80.0
1564635300.0,20.0,80.0
1564632900.0,20.0,80.0
1564634100.0,18.88888888888889,80.0
1564635300.0,20.0,80.0
1564634100.0,18.88888888888889,80.0
1564635300.0,18.88888888888889,80.0
1564632900.0,18.88888888888889,80.0
1564634100.0,18.88888888888889,80.0
1564635300.0,17.77777777777778,80.0
1564634100.0,17.77777777777778,80.0
1564632900.0,17.77777777777778,80.0
1564634100.0,17.22222222222222,80.0
1564635300.0,17.77777777777778,80.0
1564632900.0,17.77777777777778,80.0
1564634100.0,17.77777777777778,80.0
1564634700.0,18.88888888888889,80.0
1564635180.0,21.11111111111111,80.0
1564635300.0,22.77777777777778,75.0
1564634700.0,25.0,63.0
1564634700.0,26.11111111111111,56.0
1564634700.0,27.22222222222222,49.0
1564634700.0,28.88888888888889,36.0
1564681500.0,28.88888888888889,40.0
1564685100.0,30.0,39.0
1564688700.0,28.88888888888889,46.0
1564692300.0,28.88888888888889,40.0
1564695900.0,30.0,41.0
1564699500.0,28.88888888888889,40.0
1564703100.0,25.0,63.0
1564706700.0,22.22222222222222,70.0
1564710300.0,22.22222222222222,75.0
1564713300.0,21.11111111111111,75.0
1564714500.0,21.11111111111111,75.0
1564715700.0,20.0,80.0
1564716900.0,20.0,80.0
1564718100.0,21.11111111111111,75.0
1567311300.0,13.88888888888889,80.0
1567312500.0,13.88888888888889,80.0
1567313700.0,13.88888888888889,80.0
1567311300.0,12.777777777777779,80.0
1567312500.0,12.777777777777779,80.0
1567313700.0,12.777777777777779,80.0
1567311300.0,12.777777777777779,80.0
1567313700.0,12.777777777777779,80.0
1567311300.0,13.88888888888889,80.0
1567313700.0,12.777777777777779,80.0
1567311300.0,12.777777777777779,80.0
1567313700.0,13.88888888888889,80.0
1567311300.0,12.777777777777779,80.0
1567313700.0,13.88888888888889,80.0
1567311300.0,12.777777777777779,80.0
1567313100.0,12.777777777777779,80.0
1567313100.0,16.11111111111111,80.0
1567313700.0,17.77777777777778,66.0
1567313700.0,20.0,58.0
1567313100.0,22.22222222222222,55.0
1567313700.0,23.88888888888889,48.0
1567313100.0,25.0,48.0
1567359900.0,23.88888888888889,48.0
1567363500.0,23.88888888888889,48.0
1567367100.0,25.0,45.0
1567370700.0,25.0,43.0
1567374300.0,23.88888888888889,52.0
1567377960.0,22.77777777777778,55.0
1567381740.0,21.11111111111111,62.0
1567385100.0,21.11111111111111,66.0
1567388700.0,20.0,70.0
1567392900.0,17.77777777777778,80.0
1567394100.0,17.77777777777778,80.0
1567395300.0,17.77777777777778,75.0
1567396500.0,17.77777777777778,75.0
1569903300.0,15.0,80.0
1569904500.0,15.0,80.0
1569905700.0,15.0,80.0
1569903300.0,16.11111111111111,75.0
1569904500.0,16.11111111111111,75.0
1569905700.0,16.11111111111111,75.0
1569904500.0,16.11111111111111,75.0
1569905700.0,15.0,80.0
1569903300.0,16.11111111111111,75.0
1569904500.0,15.0,80.0
1569905700.0,15.0,80.0
1569903300.0,15.0,80.0
1569904500.0,15.0,80.0
1569905700.0,16.11111111111111,75.0
1569904500.0,15.0,80.0
1569905700.0,15.0,80.0
1569903300.0,15.0,80.0
1569904500.0,16.11111111111111,75.0
1569905100.0,16.11111111111111,70.0
1569905100.0,17.22222222222222,70.0
1569905400.0,17.77777777777778,70.0
1569905100.0,18.88888888888889,66.0
1569905100.0,21.11111111111111,62.0
1569905100.0,22.22222222222222,62.0
1569905100.0,22.77777777777778,59.0
1569951900.0,23.88888888888889,59.0
1569955500.0,27.22222222222222,46.0
1569959100.0,27.77777777777778,49.0
1569962700.0,27.77777777777778,49.0
1569966300.0,27.22222222222222,52.0
1569969900.0,25.0,59.0
1569973500.0,23.88888888888889,62.0
1569977100.0,22.77777777777778,66.0
1569980700.0,23.88888888888889,62.0
1569983700.0,22.77777777777778,62.0
1569984900.0,22.22222222222222,66.0
1569986100.0,22.22222222222222,66.0
1569987300.0,22.22222222222222,66.0
1569988500.0,22.77777777777778,62.0
1572581700.0,22.22222222222222,70.0
1572582900.0,17.22222222222222,75.0
1572584100.0,15.0,75.0
1572581400.0,15.0,70.0
1572582900.0,13.88888888888889,75.0
1572584100.0,11.11111111111111,80.0
1572582900.0,10.0,80.0
1572584100.0,7.777777777777778,80.0
1572582900.0,8.88888888888889,60.0
1572584100.0,8.88888888888889,56.0
1572582900.0,8.88888888888889,52.0
1572584100.0,7.777777777777778,49.0
1572581700.0,7.777777777777778,49.0
1572582900.0,7.222222222222222,48.0
1572584100.0,7.222222222222222,48.0
1572582900.0,6.111111111111111,52.0
1572583500.0,7.222222222222222,48.0
1572583500.0,6.111111111111111,52.0
1572583500.0,7.777777777777778,45.0
1572583500.0,10.0,43.0
1572583500.0,12.222222222222221,37.0
1572583500.0,12.222222222222221,35.0
1572630300.0,12.222222222222221,37.0
1572633900.0,12.222222222222221,35.0
1572637500.0,12.222222222222221,32.0
1572641100.0,12.222222222222221,32.0
1572648300.0,10.0,37.0
1572651960.0,7.222222222222222,52.0
1572655500.0,7.222222222222222,48.0
1572659100.0,6.111111111111111,52.0
1572662100.0,5.0,56.0
1572663300.0,3.888888888888889,64.0
1572664500.0,2.7777777777777777,69.0
1572665700.0,2.7777777777777777,69.0
1572666900.0,2.7777777777777777,74.0
1575177300.0,-1.1111111111111112,51.0
1575178500.0,-2.2222222222222223,55.0
1575179700.0,-1.1111111111111112,47.0
1575178500.0,-2.2222222222222223,51.0
1575179700.0,-2.2222222222222223,51.0
1575177300.0,-2.2222222222222223,51.0
1575178500.0,-2.7777777777777777,55.0
1575179700.0,-2.7777777777777777,55.0
1575178500.0,-2.7777777777777777,55.0
1575179700.0,-2.7777777777777777,55.0
1575177300.0,-2.7777777777777777,59.0
1575178500.0,-2.7777777777777777,59.0
1575179700.0,-3.888888888888889,64.0
1575177300.0,-2.7777777777777777,59.0
1575178500.0,-2.7777777777777777,59.0
1575179700.0,-2.7777777777777777,59.0
1575178500.0,-2.7777777777777777,59.0
1575179100.0,-2.7777777777777777,64.0
1575179100.0,-2.2222222222222223,51.0
1575179100.0,-2.2222222222222223,51.0
1575179100.0,-2.2222222222222223,51.0
1575179100.0,-2.2222222222222223,55.0
1575179100.0,-2.2222222222222223,68.0
1575223200.0,-2.2222222222222223,80.0
1575225900.0,-2.2222222222222223,80.0
1575229500.0,-1.1111111111111112,80.0
1575233100.0,0.0,80.0
1575236700.0,0.0,80.0
1575240600.0,0.0,80.0
1575244260.0,1.1111111111111112,80.0
1575247500.0,1.1111111111111112,80.0
1575251100.0,1.1111111111111112,80.0
1575256500.0,1.1111111111111112,80.0
1575257700.0,1.1111111111111112,80.0
1575258900.0,1.1111111111111112,80.0
1575260100.0,1.1111111111111112,80.0
1575261300.0,1.1111111111111112,80.0
1575262500.0,1.1111111111111112,80.0
1577855700.0,2.7777777777777777,56.0
1577856900.0,2.7777777777777777,56.0
1577858100.0,2.7777777777777777,56.0
1577855700.0,2.7777777777777777,56.0
1577856900.0,2.7777777777777777,56.0
1577855700.0,2.7777777777777777,56.0
1577856900.0,2.7777777777777777,52.0
1577858100.0,2.7777777777777777,52.0
1577855700.0,2.7777777777777777,52.0
1577856900.0,2.7777777777777777,52.0
1577855700.0,2.2222222222222223,56.0
1577856900.0,2.2222222222222223,52.0
1577858100.0,2.2222222222222223,56.0
1577855700.0,2.2222222222222223,56.0
1577858100.0,2.2222222222222223,60.0
1577856900.0,2.2222222222222223,56.0
1577857500.0,2.2222222222222223,52.0
1577857980.0,2.2222222222222223,52.0
1577857500.0,2.7777777777777777,44.0
1577857800.0,2.7777777777777777,44.0
1577857500.0,2.7777777777777777,44.0
1577857500.0,2.7777777777777777,44.0
1577904300.0,2.7777777777777777,41.0
1577907900.0,2.7777777777777777,44.0
1577911500.0,2.7777777777777777,44.0
1577915100.0,2.7777777777777777,44.0
1577918700.0,2.2222222222222223,48.0
1577922300.0,2.2222222222222223,48.0
1577925900.0,1.1111111111111112,48.0
1577929500.0,0.0,51.0
1577934900.0,-2.2222222222222223,64.0
1577936100.0,-2.7777777777777777,68.0
1577937300.0,-2.7777777777777777,68.0
1577938500.0,-3.888888888888889,74.0
1577939700.0,-2.7777777777777777,68.0
1577940900.0,-3.888888888888889,74.0
1580534100.0,2.2222222222222223,80.0
1580536500.0,2.2222222222222223,80.0
1580534100.0,2.2222222222222223,80.0
1580536500.0,2.2222222222222223,80.0
1580534100.0,2.2222222222222223,80.0
1580536500.0,2.2222222222222223,80.0
1580534100.0,2.2222222222222223,80.0
1580536500.0,2.2222222222222223,80.0
1580534100.0,2.2222222222222223,80.0
1580536500.0,2.2222222222222223,80.0
1580534100.0,2.2222222222222223,80.0
1580536500.0,2.2222222222222223,80.0
1580534100.0,2.2222222222222223,80.0
1580535900.0,2.2222222222222223,80.0
1580535900.0,2.2222222222222223,80.0
1580535900.0,2.7777777777777777,80.0
1580535900.0,2.7777777777777777,80.0
1580535900.0,5.0,74.0
1580535900.0,5.0,74.0
1580536620.0,5.0,74.0
1580580600.0,6.111111111111111,69.0
1580582700.0,6.111111111111111,69.0
1580586300.0,6.111111111111111,64.0
1580589900.0,6.111111111111111,60.0
1580593800.0,5.0,64.0
1580597100.0,5.0,64.0
1580600700.0,5.0,64.0
1580604360.0,2.7777777777777777,80.0
1580611500.0,2.7777777777777777,80.0
1580613300.0,2.2222222222222223,80.0
1580614500.0,2.2222222222222223,80.0
1580615700.0,2.2222222222222223,80.0
1580616900.0,2.2222222222222223,80.0
1580618100.0,2.2222222222222223,80.0
1580619300.0,2.2222222222222223,80.0
1583039700.0,-3.888888888888889,43.0
1583040900.0,-3.888888888888889,47.0
1583042100.0,-3.888888888888889,47.0
1583039700.0,-3.888888888888889,47.0
1583042100.0,-5.0,50.0
1583040900.0,-5.0,50.0
1583042100.0,-5.0,50.0
1583040900.0,-5.0,50.0
1583042100.0,-5.0,50.0
1583039700.0,-5.0,50.0
1583040900.0,-5.0,50.0
1583042100.0,-5.0,50.0
1583039700.0,-6.111111111111111,54.0
1583040900.0,-6.111111111111111,59.0
1583042100.0,-6.111111111111111,54.0
1583039700.0,-6.111111111111111,54.0
1583040900.0,-6.111111111111111,54.0
1583041500.0,-6.111111111111111,54.0
1583042340.0,-2.2222222222222223,47.0
1583041560.0,-2.2222222222222223,47.0
1583041560.0,0.0,40.0
1583041560.0,2.2222222222222223,35.0
1583041500.0,2.7777777777777777,36.0
1583041500.0,3.888888888888889,31.0
1583088300.0,5.0,31.0
1583091900.0,6.111111111111111,27.0
1583095800.0,7.222222222222222,23.0
1583099100.0,6.111111111111111,28.0
1583102700.0,5.0,31.0
1583106300.0,3.888888888888889,36.0
1583109900.0,3.888888888888889,36.0
1583113500.0,-1.1111111111111112,55.0
1583117100.0,-1.1111111111111112,60.0
1583118900.0,-2.7777777777777777,64.0
1583121300.0,-2.7777777777777777,68.0
1583122500.0,-2.7777777777777777,68.0
1583123700.0,-2.7777777777777777,68.0
1583124900.0,-2.7777777777777777,68.0
1585714500.0,5.0,69.0
1585715700.0,5.0,69.0
1585716900.0,5.0,69.0
1585715700.0,5.0,64.0
1585716900.0,5.0,64.0
1585714500.0,5.0,64.0
1585715700.0,5.0,64.0
1585716900.0,3.888888888888889,69.0
1585714500.0,3.888888888888889,69.0
1585715700.0,3.888888888888889,69.0
1585715700.0,3.888888888888889,64.0
1585716900.0,3.888888888888889,60.0
1585714500.0,3.888888888888889,60.0
1585715700.0,3.888888888888889,60.0
1585716900.0,3.888888888888889,60.0
1585714500.0,3.888888888888889,60.0
1585715700.0,2.7777777777777777,64.0
1585716300.0,2.7777777777777777,69.0
1585716300.0,3.888888888888889,64.0
1585716300.0,5.0,56.0
1585716300.0,7.222222222222222,48.0
1585716300.0,7.777777777777778,42.0
1585716300.0,8.88888888888889,43.0
1585716300.0,10.0,40.0
1585763100.0,11.11111111111111,35.0
1585766700.0,12.222222222222221,32.0
1585770300.0,12.222222222222221,35.0
1585773900.0,12.222222222222221,32.0
1585777500.0,12.222222222222221,32.0
1585781100.0,11.11111111111111,32.0
1585784700.0,10.0,34.0
1585788300.0,8.88888888888889,43.0
1585791900.0,7.777777777777778,40.0
1585794900.0,7.777777777777778,36.0
1585796100.0,7.777777777777778,34.0
1585797300.0,7.222222222222222,36.0
1585798500.0,7.222222222222222,36.0
1585799700.0,6.111111111111111,39.0
1588306500.0,12.777777777777779,80.0
1588307700.0,12.777777777777779,80.0
1588308900.0,12.777777777777779,80.0
1588306500.0,12.777777777777779,80.0
1588307700.0,12.777777777777779,80.0
1588308900.0,12.777777777777779,80.0
1588306500.0,12.777777777777779,80.0
1588308900.0,12.777777777777779,80.0
1588306500.0,12.777777777777779,80.0
1588308900.0,12.777777777777779,80.0
1588306500.0,12.777777777777779,80.0
1588307700.0,12.777777777777779,80.0
1588308900.0,12.777777777777779,80.0
1588306500.0,12.222222222222221,80.0
1588307700.0,12.222222222222221,80.0
1588308900.0,12.222222222222221,80.0
1588306500.0,12.222222222222221,80.0
1588307700.0,12.222222222222221,80.0
1588308360.0,12.777777777777779,80.0
1588308360.0,12.777777777777779,80.0
1588308300.0,12.777777777777779,80.0
1588308300.0,13.88888888888889,80.0
1588308300.0,15.0,80.0
1588308300.0,16.11111111111111,80.0
1588308300.0,16.11111111111111,80.0
1588355100.0,17.22222222222222,75.0
1588358700.0,17.77777777777778,66.0
1588362300.0,17.77777777777778,58.0
1588365900.0,18.88888888888889,51.0
1588369500.0,17.77777777777778,51.0
1588373100.0,17.77777777777778,48.0
1588376700.0,17.22222222222222,51.0
1588380300.0,16.11111111111111,54.0
1588383900.0,16.11111111111111,54.0
1588388100.0,15.0,50.0
1588389300.0,13.88888888888889,53.0
1588391700.0,13.88888888888889,53.0
1590984900.0,11.11111111111111,40.0
1590986100.0,11.11111111111111,25.0
1590987300.0,11.11111111111111,28.0
1590986100.0,7.777777777777778,34.0
1590987300.0,7.222222222222222,60.0
1590984900.0,7.222222222222222,64.0
1590986100.0,7.222222222222222,48.0
1590987300.0,6.111111111111111,23.0
1590984900.0,6.111111111111111,60.0
1590986100.0,6.111111111111111,69.0
1590987300.0,5.0,74.0
1590984900.0,6.111111111111111,69.0
1590986100.0,5.0,39.0
1590987300.0,5.0,56.0
1590984900.0,5.0,33.0
1590986100.0,5.0,31.0
1590987300.0,7.222222222222222,45.0
1590984900.0,8.88888888888889,7.0
1590986100.0,10.0,9.0
1590987480.0,12.222222222222221,46.0
1590986700.0,13.88888888888889,40.0
1590986700.0,16.11111111111111,38.0
1590986700.0,17.22222222222222,33.0
1590987000.0,17.22222222222222,36.0
1590986700.0,17.22222222222222,36.0
1591033500.0,17.77777777777778,34.0
1591037100.0,20.0,28.0
1591065300.0,12.222222222222221,57.0
1591066500.0,12.222222222222221,65.0
1591067700.0,11.11111111111111,65.0
1591068900.0,10.0,70.0
1591070100.0,10.0,70.0
1593576900.0,17.22222222222222,70.0
1593578100.0,17.22222222222222,75.0
1593579300.0,17.22222222222222,70.0
1593576900.0,17.22222222222222,75.0
1593578100.0,17.22222222222222,75.0
1593579300.0,17.22222222222222,75.0
1593578100.0,16.11111111111111,75.0
1593579300.0,17.22222222222222,70.0
1593578100.0,17.22222222222222,70.0
1593579300.0,17.22222222222222,70.0
1593576900.0,16.11111111111111,75.0
1593578100.0,16.11111111111111,75.0
1593579300.0,16.11111111111111,75.0
1593576900.0,16.11111111111111,70.0
1593578100.0,17.22222222222222,75.0
1593579300.0,17.22222222222222,70.0
1593578100.0,17.77777777777778,75.0
1593579060.0,25.0,63.0
1593578760.0,25.0,59.0
1593579240.0,21.11111111111111,75.0
1593578700.0,22.22222222222222,75.0
1593625500.0,23.88888888888889,71.0
1593629100.0,27.22222222222222,56.0
1593632700.0,27.77777777777778,49.0
1593636300.0,27.77777777777778,49.0
1593637920.0,23.88888888888889,66.0
1593639900.0,23.88888888888889,71.0
1593657300.0,18.88888888888889,75.0
1593658500.0,18.88888888888889,75.0
1593659700.0,18.88888888888889,70.0
1593660900.0,17.77777777777778,75.0
1593662100.0,17.77777777777778,75.0
1596255300.0,17.77777777777778,75.0
1596256500.0,18.88888888888889,70.0
1596257700.0,17.77777777777778,70.0
1596256500.0,17.77777777777778,70.0
1596257700.0,17.22222222222222,75.0
1596255300.0,17.22222222222222,75.0
1596256500.0,17.22222222222222,75.0
1596257700.0,16.11111111111111,75.0
1596255300.0,16.11111111111111,75.0
1596256500.0,16.11111111111111,75.0
1596255300.0,16.11111111111111,75.0
1596256500.0,16.11111111111111,75.0
1596257700.0,16.11111111111111,75.0
1596255300.0,15.0,75.0
1596256500.0,16.11111111111111,75.0
1596257700.0,15.0,75.0
1596255300.0,15.0,75.0
1596256500.0,16.11111111111111,75.0
1596254400.0,22.77777777777778,80.0
1596257100.0,26.11111111111111,63.0
1596257100.0,27.77777777777778,52.0
1596257100.0,30.0,47.0
1596257100.0,31.11111111111111,41.0
1596257100.0,32.22222222222222,36.0
1596303900.0,31.11111111111111,34.0
1596307500.0,32.77777777777778,27.0
1596311100.0,32.77777777777778,28.0
1596314700.0,32.77777777777778,30.0
1596318300.0,32.22222222222222,36.0
1596321900.0,31.11111111111111,41.0
1596336900.0,25.0,55.0
1596338100.0,23.88888888888889,62.0
1596339300.0,23.88888888888889,62.0
1596340500.0,23.88888888888889,62.0
1598933700.0,17.22222222222222,70.0
1598934900.0,17.22222222222222,70.0
1598936100.0,16.11111111111111,75.0
1598934900.0,17.22222222222222,75.0
1598936100.0,17.22222222222222,75.0
1598933700.0,17.77777777777778,70.0
1598934900.0,17.22222222222222,75.0
1598936100.0,17.77777777777778,70.0
1598933700.0,17.77777777777778,70.0
1598934900.0,17.77777777777778,70.0
1598933700.0,17.77777777777778,75.0
1598934900.0,17.77777777777778,75.0
1598936100.0,17.77777777777778,75.0
1598933700.0,17.77777777777778,75.0
