time,temp (C),hum
1598934900.0,17.77777777777778,75.0
1598936100.0,17.77777777777778,75.0
1598933700.0,17.77777777777778,75.0
1598934900.0,17.77777777777778,75.0
1598935500.0,21.11111111111111,80.0
1598935500.0,22.22222222222222,80.0
1598935500.0,22.77777777777778,75.0
1598935500.0,23.88888888888889,66.0
1598935500.0,22.77777777777778,71.0
1598935500.0,22.77777777777778,75.0
1598982300.0,23.88888888888889,66.0
1598985900.0,25.0,59.0
1598989500.0,26.11111111111111,52.0
1598993100.0,25.0,55.0
1598996700.0,25.0,55.0
1599000300.0,23.88888888888889,62.0
1599014100.0,21.11111111111111,66.0
1599015300.0,20.0,70.0
1599016500.0,20.0,70.0
1599017700.0,20.0,70.0
1599018900.0,21.11111111111111,66.0
1601526900.0,12.777777777777779,70.0
1601528100.0,12.222222222222221,75.0
1601525700.0,12.222222222222221,75.0
1601526900.0,12.222222222222221,75.0
1601528100.0,12.222222222222221,75.0
1601525700.0,12.222222222222221,75.0
1601526900.0,11.11111111111111,75.0
1601528100.0,11.11111111111111,75.0
1601526900.0,11.11111111111111,80.0
1601528100.0,11.11111111111111,75.0
1601525700.0,11.11111111111111,75.0
1601526900.0,10.0,80.0
1601528100.0,10.0,80.0
1601525700.0,10.0,80.0
1601526900.0,10.0,75.0
1601528100.0,10.0,80.0
1601525700.0,10.0,80.0
1601526900.0,10.0,80.0
1601524800.0,12.777777777777779,70.0
1601527500.0,17.22222222222222,75.0
1601527500.0,18.88888888888889,62.0
1601527500.0,20.0,55.0
1601527500.0,21.11111111111111,48.0
1601527500.0,21.11111111111111,42.0
1601574300.0,21.11111111111111,42.0
1601577900.0,21.11111111111111,40.0
1601581500.0,21.11111111111111,42.0
1601585700.0,20.0,48.0
1601588700.0,18.88888888888889,51.0
1601592300.0,17.77777777777778,58.0
1601606100.0,15.0,70.0
1601607300.0,15.0,70.0
1601609700.0,15.0,70.0
1601610900.0,15.0,70.0
1604204100.0,1.1111111111111112,74.0
1604205300.0,1.1111111111111112,74.0
1604206500.0,0.0,80.0
1604204100.0,0.0,74.0
1604205300.0,0.0,74.0
1604205300.0,1.1111111111111112,74.0
1604206500.0,1.1111111111111112,74.0
1604206500.0,1.1111111111111112,80.0
1604204100.0,2.2222222222222223,74.0
1604206500.0,2.2222222222222223,74.0
1604204100.0,2.2222222222222223,74.0
1604206500.0,2.2222222222222223,74.0
1604204100.0,2.7777777777777777,69.0
1604206500.0,2.7777777777777777,74.0
1604204100.0,2.7777777777777777,74.0
1604205300.0,2.7777777777777777,74.0
1604206680.0,6.111111111111111,80.0
1604205900.0,7.222222222222222,74.0
1604205900.0,10.0,70.0
1604206200.0,12.777777777777779,57.0
1604205900.0,12.777777777777779,57.0
1604206200.0,12.222222222222221,70.0
1604254200.0,11.11111111111111,80.0
1604256600.0,12.222222222222221,80.0
1604262000.0,12.777777777777779,80.0
1604263800.0,12.777777777777779,80.0
1604267160.0,12.777777777777779,80.0
1604270700.0,12.777777777777779,80.0
1604274300.0,12.222222222222221,75.0
1604286900.0,7.222222222222222,52.0
1604288100.0,7.222222222222222,48.0
1604289300.0,6.111111111111111,52.0
1604290500.0,6.111111111111111,48.0
1604292900.0,6.111111111111111,45.0
1606799700.0,12.777777777777779,75.0
1606800900.0,12.777777777777779,70.0
1606802100.0,12.222222222222221,75.0
1606799700.0,12.222222222222221,70.0
1606802100.0,11.11111111111111,75.0
1606799700.0,11.11111111111111,75.0
1606802100.0,10.0,75.0
1606799700.0,10.0,75.0
1606800900.0,10.0,75.0
1606802100.0,10.0,75.0
1606799700.0,10.0,75.0
1606800900.0,10.0,75.0
1606802100.0,10.0,75.0
1606799700.0,8.88888888888889,75.0
1606802100.0,10.0,75.0
1606799700.0,10.0,70.0
1606800900.0,10.0,70.0
1606802100.0,11.11111111111111,75.0
1606801500.0,11.11111111111111,70.0
1606801800.0,11.11111111111111,65.0
1606801920.0,11.11111111111111,61.0
1606801920.0,10.0,60.0
1606852200.0,7.222222222222222,60.0
1606856100.0,7.777777777777778,52.0
1606859100.0,7.222222222222222,52.0
1606862700.0,7.222222222222222,48.0
1606866300.0,6.111111111111111,45.0
1606869900.0,5.0,48.0
1606878900.0,2.7777777777777777,52.0
1606880100.0,2.7777777777777777,52.0
1606881300.0,2.7777777777777777,52.0
1606882500.0,2.7777777777777777,52.0
1606883700.0,2.7777777777777777,52.0
1606884900.0,2.7777777777777777,52.0
